M,0
P,0
M,0
A,0
M,0
C,0
M,1
P,0
M,0
A,0
M,0
PN,0
M,0
P,1
M,0
A,0
M,0
C,0
M,0
P,0
M,1
A,0
M,0
PN,0
M,0
P,0
M,0
A,1
M,0
C,0
M,0
P,0
M,0
A,0
M,1
PN,0
M,0
P,0
M,0
A,0
M,0
C,1
M,0
P,0
M,0
A,0
M,0
PN,0
M,1
P,0
