M,1
M,1
A,1
P,1
I,1
M,0
P,0
A,0
A,0
M,0
P,0
M,1
M,1
A,1
P,1
I,1
M,0
P,0
A,0
O,0
A,0
M,0
P,0
O,0
M,1
M,1
A,1
P,1
I,1
M,0
P,0
A,0
O,0
A,0
M,0
P,0
O,0
M,1
M,1
A,1
P,1
I,1
M,0
P,0
A,0
O,0
A,0
M,0
P,0
O,0
